Артикул;"Цена (Розница)";"Цена (Опт)";"Можно купить";"На складе";"Время отгрузки";Размер/Цвет;Валюта(Розница);Валюта(Опт)
26379;4714.00;2693.64;1;30;2;лиловый;RUB;RUB
26380;2092.00;1161.96;1;103;2;лиловый;RUB;RUB
26381;982.00;516.84;1;1;1;;RUB;RUB
26383;862.00;431.04;0;0;3;;RUB;RUB
26388;1478.00;777.84;1;105;2;зеленый;RUB;RUB
26389;1486.00;782.35;0;0;3;;RUB;RUB
26393;1482.00;779.76;1;2;2;лиловый;RUB;RUB
26399;4464.00;2551.04;1;9;2;розовый;RUB;RUB
26400;3319.00;1843.78;1;23;2;розовый;RUB;RUB
26402;4342.00;2481.26;1;2;2;телесный;RUB;RUB
26403;4166.00;2380.58;1;1;2;телесный;RUB;RUB
26404;3119.00;1732.92;1;1;2;розовый;RUB;RUB
26406;6100.00;3485.89;1;8;2;лиловый;RUB;RUB
26407;4811.00;2749.34;1;3;2;лиловый;RUB;RUB
26408;5636.00;3220.85;1;13;2;лиловый;RUB;RUB
26409;7206.00;4117.77;1;7;2;лиловый;RUB;RUB
26410;2802.00;1556.65;1;91;2;фиолетовый;RUB;RUB
26412;7111.00;4063.51;1;9;2;"черный с золотым";RUB;RUB
26414;1957.00;1087.06;1;40;1;фиолетовый;RUB;RUB
26424;2776.00;1542.24;1;19;2;розовый;RUB;RUB
26429;2017.00;1120.67;0;0;3;;RUB;RUB
26430;2111.00;1172.53;1;39;2;фиолетовый;RUB;RUB
26431;2113.00;1173.97;0;0;3;;RUB;RUB
26432;4500.00;2571.68;1;51;2;лиловый;RUB;RUB
26435;8615.00;4922.62;1;24;2;лиловый;RUB;RUB
26436;6728.00;3844.57;0;0;3;;RUB;RUB
26438;8028.00;4587.35;1;16;2;лиловый;RUB;RUB
26439;3407.00;1892.95;1;4;2;черный;RUB;RUB
26440;3168.00;1759.75;0;0;3;;RUB;RUB
26441;705.00;352.32;0;0;3;;RUB;RUB
26442;683.00;341.44;0;0;3;;RUB;RUB
26443;739.00;369.72;0;0;3;;RUB;RUB
26444;1812.00;1006.39;1;4;2;телесный;RUB;RUB
26445;1800.00;1000.23;1;67;2;телесный;RUB;RUB
26447;1992.00;1106.64;1;42;2;телесный;RUB;RUB
26448;1954.00;1085.36;1;41;2;телесный;RUB;RUB
26449;1877.00;1042.80;1;61;2;телесный;RUB;RUB
26450;2298.00;1276.90;1;61;2;телесный;RUB;RUB
26451;1820.00;957.67;1;33;2;телесный;RUB;RUB
26454;1970.00;1094.48;1;20;2;телесный;RUB;RUB
26455;1875.00;1041.45;1;4;2;телесный;RUB;RUB
26456;1875.00;1041.45;1;40;2;телесный;RUB;RUB
26457;2183.00;1212.86;0;0;3;;RUB;RUB
26458;5402.00;3086.89;1;26;2;лиловый;RUB;RUB
26459;5588.00;3193.00;1;2;2;лиловый;RUB;RUB
26460;6787.00;3878.18;1;42;2;лиловый;RUB;RUB
26463;3036.00;1686.77;1;35;2;розовый;RUB;RUB
26464;946.00;472.95;1;55;2;лиловый;RUB;RUB
26466;1190.00;626.12;1;4;2;фиолетовый;RUB;RUB
26467;691.00;345.71;1;59;2;серебро;RUB;RUB
26468;1017.00;535.37;0;0;3;;RUB;RUB
26469;1846.00;971.35;1;3;2;лиловый;RUB;RUB
26470;1228.00;646.55;1;17;2;розовый;RUB;RUB
26471;1911.00;1061.62;1;21;2;;RUB;RUB
26474;6243.00;3567.51;1;35;2;телесный;RUB;RUB
26480;481.00;213.72;0;0;3;;RUB;RUB
26482;617.00;274.00;0;0;3;;RUB;RUB
26484;490.00;181.50;1;245;2;розовый;RUB;RUB
26485;511.00;189.15;1;18;2;розовый;RUB;RUB
26486;498.00;184.30;0;0;3;;RUB;RUB
26487;525.00;194.47;0;0;3;;RUB;RUB
26488;498.00;184.30;0;0;3;;RUB;RUB
26496;1132.00;595.95;1;26;2;прозрачный;RUB;RUB
26497;1132.00;595.95;1;6;2;прозрачный;RUB;RUB
26498;1132.00;595.95;1;13;2;прозрачный;RUB;RUB
26499;1132.00;595.95;1;12;2;прозрачный;RUB;RUB
26500;1132.00;595.95;1;58;2;прозрачный;RUB;RUB
26501;1132.00;595.95;1;9;2;прозрачный;RUB;RUB
26502;1132.00;595.95;1;58;2;прозрачный;RUB;RUB
26503;458.00;203.54;1;52;2;прозрачный;RUB;RUB
26504;458.00;203.54;1;43;2;прозрачный;RUB;RUB
26505;458.00;203.54;1;23;2;прозрачный;RUB;RUB
26506;458.00;203.54;1;15;2;прозрачный;RUB;RUB
26507;458.00;203.54;0;0;3;;RUB;RUB
26508;458.00;203.54;0;0;3;;RUB;RUB
26509;458.00;203.54;1;20;2;прозрачный;RUB;RUB
26510;855.00;427.63;1;61;2;разноцветный;RUB;RUB
26511;855.00;427.63;1;38;2;прозрачный;RUB;RUB
26512;926.00;463.04;1;31;2;прозрачный;RUB;RUB
26513;855.00;427.63;1;17;2;прозрачный;RUB;RUB
26514;855.00;427.63;1;33;2;розовый;RUB;RUB
26515;926.00;463.04;1;4;2;прозрачный;RUB;RUB
26516;855.00;427.63;1;21;2;прозрачный;RUB;RUB
26517;875.00;437.38;1;20;2;прозрачный;RUB;RUB
26518;368.00;136.48;1;55;2;разноцветный;RUB;RUB
26519;368.00;136.48;1;56;2;прозрачный;RUB;RUB
26520;418.00;154.68;1;44;2;прозрачный;RUB;RUB
26521;502.00;185.87;1;46;2;прозрачный;RUB;RUB
26522;377.00;139.73;1;48;2;прозрачный;RUB;RUB
26523;368.00;136.48;1;55;2;прозрачный;RUB;RUB
26524;368.00;136.48;1;59;2;розовый;RUB;RUB
26525;418.00;154.68;1;45;2;прозрачный;RUB;RUB
26526;368.00;136.48;1;65;2;прозрачный;RUB;RUB
26527;5438.00;3107.53;1;20;2;лиловый;RUB;RUB
26528;5438.00;3107.53;1;10;2;лиловый;RUB;RUB
26529;973.00;512.15;0;0;3;;RUB;RUB
26530;2327.00;1293.05;1;23;2;"черный с розовым";RUB;RUB
26531;2610.00;1450.05;1;20;2;"черный с розовым";RUB;RUB
26533;1833.00;1018.40;1;87;2;телесный;RUB;RUB
26535;1475.00;776.41;1;25;2;телесный;RUB;RUB
26536;3713.00;2121.79;1;12;2;телесный;RUB;RUB
26537;1537.00;808.70;1;18;2;телесный;RUB;RUB
26539;1525.00;802.81;0;0;3;;RUB;RUB
26543;5589.00;3193.96;1;10;2;телесный;RUB;RUB
26544;6704.00;3830.69;1;27;2;телесный;RUB;RUB
26545;2035.00;1130.76;1;15;2;черный;RUB;RUB
26546;1600.00;842.13;0;0;3;;RUB;RUB
26549;6050.00;3457.08;1;24;2;черный;RUB;RUB
26550;6050.00;3457.08;0;0;3;;RUB;RUB
26564;3489.00;1938.46;0;0;3;;RUB;RUB
26572;1211.00;637.50;1;174;2;;RUB;RUB
26573;1211.00;637.50;1;214;2;;RUB;RUB
26581;512.00;189.63;0;0;3;;RUB;RUB
26582;15232.00;9827.27;0;0;3;;RUB;RUB
26583;23257.00;16611.84;0;0;3;;RUB;RUB
26584;23257.00;16611.84;0;0;3;;RUB;RUB
26585;23257.00;16611.84;1;2;2;;RUB;RUB
26586;15308.00;10934.43;0;0;3;;RUB;RUB
26587;15308.00;10934.43;0;0;3;;RUB;RUB
26588;15308.00;10934.43;0;0;3;;RUB;RUB
26589;856.00;428.00;0;0;3;;RUB;RUB
26590;319.00;118.00;0;0;3;;RUB;RUB
26591;816.00;408.00;1;27;1;прозрачный;RUB;RUB
26592;353.00;130.60;1;41;2;прозрачный;RUB;RUB
26593;856.00;428.00;1;35;1;прозрачный;RUB;RUB
26594;414.00;153.38;0;0;3;;RUB;RUB
26595;1057.00;556.30;1;31;2;прозрачный;RUB;RUB
26596;414.00;153.38;1;57;2;прозрачный;RUB;RUB
26597;1057.00;556.30;1;22;2;прозрачный;RUB;RUB
26598;399.00;147.89;1;43;1;прозрачный;RUB;RUB
26600;507.00;225.48;1;14;2;;RUB;RUB
26601;458.00;169.71;1;1;1;;RUB;RUB
26602;507.00;225.48;1;10;2;;RUB;RUB
26603;458.00;169.71;1;3;1;;RUB;RUB
26604;458.00;169.71;1;3;1;;RUB;RUB
26605;458.00;169.71;1;4;1;;RUB;RUB
26606;451.00;200.40;1;6;2;;RUB;RUB
26607;458.00;169.71;1;2;1;;RUB;RUB
26608;458.00;169.71;1;7;1;;RUB;RUB
26609;458.00;169.71;1;2;1;;RUB;RUB
26610;507.00;225.48;1;9;2;;RUB;RUB
26615;2698.00;1498.86;1;11;2;;RUB;RUB
26616;4070.00;2325.51;1;11;2;;RUB;RUB
26617;3089.00;1716.00;1;5;2;;RUB;RUB
26618;2538.00;1409.76;1;11;2;;RUB;RUB
26619;2236.00;1242.45;0;0;3;;RUB;RUB
26620;3488.00;1938.00;0;0;3;;RUB;RUB
26621;1557.00;819.72;0;0;3;;RUB;RUB
26622;3348.00;1859.90;0;0;3;;RUB;RUB
26623;4102.00;2344.00;0;0;3;;RUB;RUB
26624;3495.00;1941.39;0;0;3;;RUB;RUB
26625;2538.00;1409.76;0;0;3;;RUB;RUB
26626;2730.00;1516.68;0;0;3;;RUB;RUB
26627;2881.00;1600.83;0;0;3;;RUB;RUB
26628;2573.00;1429.56;0;0;3;;RUB;RUB
26629;2835.00;1575.00;1;30;2;;RUB;RUB
26630;1466.00;771.50;1;11;2;;RUB;RUB
26631;3487.00;1937.00;1;4;2;;RUB;RUB
26632;2541.00;1411.74;1;11;2;;RUB;RUB
26633;3487.00;1937.00;1;3;2;;RUB;RUB
26634;2235.00;1241.46;0;0;3;;RUB;RUB
26635;2429.00;1349.37;0;0;3;;RUB;RUB
26638;3074.00;1708.00;1;12;2;;RUB;RUB
26639;2209.00;1227.00;1;11;1;;RUB;RUB
26640;2137.00;1187.01;1;3;2;;RUB;RUB
26641;2447.00;1359.27;0;0;3;;RUB;RUB
26642;2700.00;1499.85;1;11;2;;RUB;RUB
26643;2995.00;1663.64;1;5;2;;RUB;RUB
26644;2735.00;1519.65;0;0;3;;RUB;RUB
26645;2880.00;1599.84;0;0;3;;RUB;RUB
26646;4423.00;2527.47;1;11;2;;RUB;RUB
26647;6067.00;3466.98;1;11;2;;RUB;RUB
26648;6369.00;3639.24;1;11;2;;RUB;RUB
26649;4900.00;2800.00;1;2;2;;RUB;RUB
26650;731.00;365.69;0;0;3;;RUB;RUB
26651;731.00;365.69;1;24;2;черный;RUB;RUB
26654;991.00;495.40;1;54;2;"S-M-L черный";RUB;RUB
26659;3020.00;1677.67;1;4;2;;RUB;RUB
26660;4175.00;2385.60;1;4;2;;RUB;RUB
26661;2649.00;1471.53;0;0;3;;RUB;RUB
26662;5133.00;2933.28;1;3;2;;RUB;RUB
26663;5133.00;2933.28;1;4;2;;RUB;RUB
26664;5133.00;2933.28;1;4;2;розовый;RUB;RUB
26665;3542.00;1968.04;1;6;2;розовый;RUB;RUB
26666;5224.00;2985.36;1;4;2;;RUB;RUB
26667;3492.00;1940.04;1;2;2;фиолетовый;RUB;RUB
26668;5224.00;2985.36;1;5;2;;RUB;RUB
26669;2726.00;1514.51;0;0;3;;RUB;RUB
26670;2639.00;1466.07;1;65;2;черный;RUB;RUB
26671;8323.00;5369.53;1;4;2;;RUB;RUB
26672;8828.00;5695.45;1;2;2;черный;RUB;RUB
26673;1966.00;1092.46;0;0;3;;RUB;RUB
26674;1805.00;1003.02;1;5;2;телесный;RUB;RUB
26676;4887.00;2792.32;1;5;2;;RUB;RUB
26677;4296.00;2454.99;1;5;2;;RUB;RUB
26678;1233.00;648.70;1;3;1;;RUB;RUB
26679;3274.00;1819.04;1;28;2;;RUB;RUB
26680;3630.00;2074.48;1;29;2;;RUB;RUB
26681;1233.00;648.70;1;4;2;розовый;RUB;RUB
26688;1611.00;847.81;1;3;2;"L-XL черный";RUB;RUB
26689;3338.00;1854.25;1;2;2;"S-M черный,L-XL черный";RUB;RUB
26692;3222.00;1790.23;1;2;2;"S-M черный,L-XL черный";RUB;RUB
26697;1912.00;1062.31;0;0;3;;RUB;RUB
26699;3540.00;2023.14;0;0;3;;RUB;RUB
26700;1688.00;888.47;1;6;2;"S-M черный";RUB;RUB
26702;2429.00;1349.48;1;1;2;"L-XL черный";RUB;RUB
26703;1612.00;848.56;1;3;2;"S-M-L черный";RUB;RUB
26704;1676.00;882.31;1;1;2;"S-M-L черный";RUB;RUB
26705;1921.00;1067.01;1;1;2;"S-M-L черный";RUB;RUB
26706;1980.00;1100.17;0;0;3;;RUB;RUB
26707;1857.00;1031.57;0;0;3;;RUB;RUB
26708;1754.00;923.05;0;0;3;;RUB;RUB
26709;1840.00;1022.41;0;0;3;;RUB;RUB
26710;1984.00;1102.46;0;0;3;;RUB;RUB
26711;1858.00;977.81;0;0;3;;RUB;RUB
26712;1789.00;941.68;1;1;2;"S-M-L черный";RUB;RUB
26713;1966.00;1092.17;1;2;2;"S-M-L черный";RUB;RUB
26714;3153.00;1751.76;1;1;2;"L-XL черный";RUB;RUB
26715;789.00;394.60;0;0;3;;RUB;RUB
26716;1217.00;640.43;1;1;2;черный;RUB;RUB
26717;1275.00;671.31;1;9;2;красный;RUB;RUB
26718;1267.00;666.74;0;0;3;;RUB;RUB
26719;1123.00;591.25;1;1;1;"S-M-L черный";RUB;RUB
26720;1239.00;651.87;0;0;3;;RUB;RUB
26728;1014.00;533.50;1;14;2;телесный;RUB;RUB
26729;665.00;332.46;1;36;2;синий;RUB;RUB
26735;1799.00;865.44;0;0;3;;RUB;RUB
26736;1417.00;745.88;1;1;1;;RUB;RUB
26737;1946.00;1081.01;1;3;1;;RUB;RUB
26738;977.00;488.35;1;3;1;;RUB;RUB
26739;15303.00;9872.84;1;11;2;телесный;RUB;RUB
26740;32820.00;24310.95;1;11;2;телесный;RUB;RUB
26741;32143.00;23809.70;1;11;2;шоколад;RUB;RUB
26742;16442.00;11744.47;1;11;2;телесный;RUB;RUB
26743;16442.00;11744.47;1;11;2;телесный;RUB;RUB
26744;16442.00;11744.47;1;11;2;телесный;RUB;RUB
26745;77694.00;57551.08;1;11;2;телесный;RUB;RUB
26746;994.00;523.00;1;1;1;;RUB;RUB
26747;1143.00;601.61;1;2;2;;RUB;RUB
26748;1143.00;601.61;1;2;2;;RUB;RUB
26753;994.00;523.00;1;1;1;;RUB;RUB
26754;994.00;523.00;1;2;1;;RUB;RUB
26755;1143.00;601.61;1;2;2;;RUB;RUB
26756;1143.00;601.61;1;1;2;;RUB;RUB
26759;1201.00;632.10;0;0;3;;RUB;RUB
26761;1264.00;665.28;0;0;3;;RUB;RUB
26762;1343.00;706.71;0;0;3;;RUB;RUB
26763;2080.00;1155.29;1;63;2;розовый;RUB;RUB
26766;7270.00;4154.35;0;0;3;;RUB;RUB
26770;1852.00;974.85;0;0;3;;RUB;RUB
26775;2347.00;1304.09;1;9;2;;RUB;RUB
26777;1044.00;549.45;1;11;2;серебро;RUB;RUB
26780;3436.00;1909.09;0;0;3;;RUB;RUB
26781;9535.00;6151.86;0;0;3;;RUB;RUB
26782;5994.00;3425.32;1;31;2;телесный;RUB;RUB
26793;5236.00;2991.82;1;2;2;черный;RUB;RUB
26795;1493.00;786.01;1;15;2;фиолетовый;RUB;RUB
26796;1493.00;786.01;1;27;2;фиолетовый;RUB;RUB
26800;951.00;475.44;0;0;3;;RUB;RUB
26810;3559.00;2033.61;0;0;3;;RUB;RUB
26811;2800.00;1555.49;1;11;2;телесный;RUB;RUB
26812;2926.00;1625.40;1;5;2;;RUB;RUB
26813;2942.00;1634.43;1;11;2;;RUB;RUB
26814;2921.00;1623.03;1;11;2;;RUB;RUB
26816;848.00;423.89;0;0;3;;RUB;RUB
26817;1139.00;599.35;1;2;2;;RUB;RUB
26818;805.00;402.55;1;2;2;телесный;RUB;RUB
26820;1139.00;599.35;1;4;2;телесный;RUB;RUB
26822;694.00;347.06;0;0;3;;RUB;RUB
26824;1139.00;599.35;1;5;2;;RUB;RUB
26825;6356.00;3631.85;0;0;3;;RUB;RUB
26826;6359.00;3633.78;1;11;2;серый;RUB;RUB
26827;8097.00;4626.73;1;4;2;серый;RUB;RUB
26828;8663.00;4950.14;1;8;2;синий;RUB;RUB
26830;6797.00;3883.94;1;4;2;розовый;RUB;RUB
26831;5042.00;2881.39;1;3;2;;RUB;RUB
26832;5043.00;2881.86;1;2;2;;RUB;RUB
26835;7219.00;4124.97;0;0;3;;RUB;RUB
26841;12126.00;7823.05;0;0;3;;RUB;RUB
26843;13668.00;8818.17;1;3;2;телесный;RUB;RUB
26845;2685.00;1491.76;1;5;2;;RUB;RUB
26846;2828.00;1571.21;1;3;2;телесный;RUB;RUB
26847;2749.00;1527.07;1;5;2;телесный;RUB;RUB
26848;2893.00;1607.07;1;16;2;телесный;RUB;RUB
26849;2541.00;1411.74;1;11;2;;RUB;RUB
26850;2538.00;1409.76;1;11;2;;RUB;RUB
26861;3890.00;2222.91;0;0;3;;RUB;RUB
26867;1767.00;929.86;1;11;2;;RUB;RUB
26873;5732.00;3275.50;1;5;2;;RUB;RUB
26874;4234.00;2419.19;0;0;3;;RUB;RUB
26875;1113.00;585.84;1;11;2;;RUB;RUB
26876;2068.00;1148.86;1;8;2;;RUB;RUB
26877;2068.00;1148.86;1;14;2;;RUB;RUB
26878;1765.00;928.75;1;21;2;;RUB;RUB
26880;2403.00;1334.77;1;9;2;;RUB;RUB
26881;1965.00;1091.44;1;15;2;;RUB;RUB
26882;2403.00;1334.77;1;10;2;;RUB;RUB
26883;1965.00;1091.59;1;11;2;;RUB;RUB
26892;1382.00;727.50;1;359;2;;RUB;RUB
26896;3338.00;1854.50;1;437;2;;RUB;RUB
26897;1890.00;1050.00;0;0;3;;RUB;RUB
26898;1890.00;1050.00;0;0;3;;RUB;RUB
26899;4849.00;2771.00;1;188;2;;RUB;RUB
26900;4849.00;2771.00;1;116;2;;RUB;RUB
26901;3856.00;2203.50;1;482;2;;RUB;RUB
26902;3400.00;1889.00;1;205;2;;RUB;RUB
26903;3400.00;1889.00;1;152;2;;RUB;RUB
26904;4122.00;2355.50;1;185;2;;RUB;RUB
26905;4122.00;2355.50;1;205;2;;RUB;RUB
26906;409.00;136.30;0;0;3;;RUB;RUB
26907;350.00;129.50;0;0;3;;RUB;RUB
26908;911.00;455.50;0;0;3;;RUB;RUB
26910;617.00;274.00;0;0;3;;RUB;RUB
26913;617.00;274.00;1;86;2;;RUB;RUB
26915;617.00;274.00;1;37;2;;RUB;RUB
26916;617.00;274.00;1;10;2;;RUB;RUB
26917;617.00;274.00;1;56;2;;RUB;RUB
26918;617.00;274.00;1;44;2;;RUB;RUB
26919;617.00;274.00;1;84;2;;RUB;RUB
26922;617.00;274.00;0;0;3;;RUB;RUB
26923;617.00;274.00;1;91;2;;RUB;RUB
26927;617.00;274.00;1;70;2;;RUB;RUB
26928;617.00;274.00;1;60;2;;RUB;RUB
26929;617.00;274.00;0;0;3;;RUB;RUB
26930;617.00;274.00;1;2;2;;RUB;RUB
26932;617.00;274.00;1;63;2;;RUB;RUB
26933;617.00;274.00;0;0;3;;RUB;RUB
26934;617.00;274.00;0;0;3;;RUB;RUB
26935;617.00;274.00;1;98;2;;RUB;RUB
26936;617.00;274.00;1;74;2;;RUB;RUB
26939;2383.00;1324.00;1;37;2;"M-L белый,S-M белый,M-L черный,S-M черный";RUB;RUB
26943;2740.00;1522.30;1;12;2;"S-M белый,M-L белый,M-L черный";RUB;RUB
26947;2069.00;1149.20;1;12;2;"S-M белый,M-L белый";RUB;RUB
26949;2383.00;1324.00;1;8;2;"S-M белый,M-L белый";RUB;RUB
26951;736.00;368.00;1;12;2;"S-M-L белый,S-M-L черный";RUB;RUB
26953;2455.00;1363.70;1;3;2;"XL черный";RUB;RUB
26963;1524.00;801.90;0;0;3;;RUB;RUB
26964;1680.00;884.07;1;11;2;;RUB;RUB
26965;1460.00;768.24;1;11;2;черный;RUB;RUB
26966;1257.00;661.32;1;11;2;;RUB;RUB
26967;1680.00;884.07;1;11;2;черный;RUB;RUB
26980;4524.00;2585.00;0;0;3;;RUB;RUB
26984;2427.00;1348.38;0;0;3;;RUB;RUB
26989;1785.00;939.50;1;14;2;;RUB;RUB
26995;2137.00;1187.01;0;0;3;;RUB;RUB
27008;2008.00;1115.73;0;0;3;;RUB;RUB
27010;1264.00;665.00;1;12;2;черный;RUB;RUB
27013;1817.00;956.34;1;7;2;;RUB;RUB
27014;1913.00;1062.60;1;9;2;черный;RUB;RUB
27015;1033.00;543.51;0;0;3;;RUB;RUB
27016;1644.00;865.00;1;15;2;черный;RUB;RUB
27020;4208.00;2404.71;1;11;2;;RUB;RUB
27021;5500.00;3143.00;1;3;2;;RUB;RUB
27022;1682.00;885.50;1;11;2;"черный с золотым";RUB;RUB
27023;2167.00;1203.84;0;0;3;;RUB;RUB
27026;885.00;442.53;0;0;3;;RUB;RUB
27027;2113.00;1174.14;1;11;2;черный;RUB;RUB
27028;1031.00;490.98;0;0;3;;RUB;RUB
27030;1346.00;708.40;1;11;2;черный;RUB;RUB
27031;1346.00;708.40;1;11;2;черный;RUB;RUB
27037;1383.00;727.99;1;5;2;"черный с красным";RUB;RUB
27047;2357.00;1309.34;1;10;2;;RUB;RUB
27051;5391.00;3080.62;1;2;2;телесный;RUB;RUB
27053;1100.00;578.84;0;0;3;;RUB;RUB
27054;1869.00;1038.20;1;5;2;"S-M-L черный";RUB;RUB
27055;2112.00;1173.06;1;4;2;"S-M-L черный";RUB;RUB
27056;1768.00;930.47;0;0;3;;RUB;RUB
27061;4121.00;2354.77;0;0;3;;RUB;RUB
27064;3308.00;1837.94;0;0;3;;RUB;RUB
27066;3188.00;1770.85;0;0;3;;RUB;RUB
27074;608.00;270.00;1;1;1;розовый;RUB;RUB
27075;608.00;270.00;1;5;1;розовый;RUB;RUB
27078;2355.00;1308.16;1;6;2;"S-M-L леопард";RUB;RUB
27079;985.00;518.62;1;29;2;"S-M-L черный";RUB;RUB
27090;2465.00;1369.31;0;0;3;;RUB;RUB
27092;2605.00;1447.49;1;10;2;"S-M-L черный";RUB;RUB
27093;2946.00;1636.39;1;14;1;"S-M-L белый с красным";RUB;RUB
27094;2469.00;1371.76;0;0;3;;RUB;RUB
27095;3149.00;1749.38;0;0;3;;RUB;RUB
27096;1830.00;962.93;1;23;2;"S-M-L леопард с розовым";RUB;RUB
27097;364.00;134.75;0;0;3;;RUB;RUB
27107;2262.00;1256.63;1;191;2;розовый;RUB;RUB
27108;2162.00;1201.20;1;8;2;;RUB;RUB
27113;1451.00;691.15;0;0;3;;RUB;RUB
27114;3891.00;2223.34;1;6;2;;RUB;RUB
27115;3597.00;1998.44;1;5;2;телесный;RUB;RUB
27116;3890.00;2222.80;1;3;2;;RUB;RUB
27117;3483.00;1934.97;1;11;2;телесный;RUB;RUB
27119;3687.00;2106.88;1;38;2;фиолетовый;RUB;RUB
27126;2138.00;1187.87;1;5;2;;RUB;RUB
27127;2138.00;1187.87;0;0;3;;RUB;RUB
27141;679.00;339.50;1;26;2;серебро;RUB;RUB
27144;1559.00;820.62;1;9;2;лиловый;RUB;RUB
27145;1541.00;810.92;1;43;2;лиловый;RUB;RUB
27150;4051.00;2314.62;1;43;2;лиловый;RUB;RUB
27151;4651.00;2657.64;0;0;3;;RUB;RUB
27154;1820.00;958.01;1;79;2;розовый;RUB;RUB
27155;2005.00;1113.95;1;56;2;розовый;RUB;RUB
27156;2005.00;1113.95;1;25;2;розовый;RUB;RUB
27160;3192.00;1773.20;1;16;2;;RUB;RUB
27161;3202.00;1778.86;1;1;2;;RUB;RUB
27162;4651.00;2657.64;1;18;2;лиловый;RUB;RUB
27163;4651.00;2657.64;1;4;2;лиловый;RUB;RUB
27164;3746.00;2140.51;1;21;2;розовый;RUB;RUB
27166;3521.00;2011.83;1;18;2;розовый;RUB;RUB
27167;8125.00;5241.80;1;22;2;;RUB;RUB
27168;5007.00;2945.20;0;0;3;;RUB;RUB
27169;1944.00;1079.86;1;11;2;телесный;RUB;RUB
27171;929.00;442.53;0;0;3;;RUB;RUB
27172;1574.00;828.26;1;58;2;;RUB;RUB
27180;1456.00;766.14;1;48;2;розовый;RUB;RUB
27181;1275.00;671.25;1;80;2;розовый;RUB;RUB
27182;3280.00;1822.17;1;55;2;;RUB;RUB
27183;2652.00;1473.10;1;56;2;;RUB;RUB
27184;3564.00;2036.32;1;31;2;;RUB;RUB
27186;1512.00;796.03;1;3;2;черный;RUB;RUB
27187;981.00;490.36;1;4;2;красный;RUB;RUB
27188;2283.00;1268.57;1;11;2;черный;RUB;RUB
27189;2935.00;1630.47;1;7;2;"S-M-L черный";RUB;RUB
27190;1588.00;836.04;1;10;2;красный;RUB;RUB
27191;1418.00;746.51;1;11;2;черный;RUB;RUB
27192;1320.00;694.81;1;11;2;черный;RUB;RUB
27193;981.00;490.36;1;5;2;черный;RUB;RUB
27194;946.00;473.20;1;6;1;красный;RUB;RUB
27195;977.00;514.13;1;5;2;черный;RUB;RUB
27196;479.00;213.11;0;0;3;;RUB;RUB
27197;714.00;356.86;1;11;2;черный;RUB;RUB
27198;515.00;228.98;1;1;2;черный;RUB;RUB
27199;989.00;494.68;1;3;2;красный;RUB;RUB
27200;702.00;351.03;1;3;2;черный;RUB;RUB
27201;821.00;410.44;1;2;2;черный;RUB;RUB
27202;979.00;489.27;1;10;2;розовый;RUB;RUB
27203;1248.00;656.70;1;7;2;розовый;RUB;RUB
27204;1792.00;943.23;1;6;2;голубой;RUB;RUB
27205;1437.00;756.07;1;5;2;розовый;RUB;RUB
27206;1179.00;620.41;1;11;2;"белый с красным";RUB;RUB
27207;991.00;495.57;1;11;2;серебро;RUB;RUB
27208;1383.00;727.99;1;10;2;черный;RUB;RUB
27209;1454.00;765.43;1;11;2;белый;RUB;RUB
27210;1636.00;860.84;1;3;2;черный;RUB;RUB
27211;1490.00;784.34;1;5;2;"белый с красным";RUB;RUB
27212;759.00;379.56;1;3;2;"белый с черным";RUB;RUB
27213;601.00;267.33;0;0;3;;RUB;RUB
27214;1358.00;714.99;1;4;2;голубой;RUB;RUB
27215;1094.00;575.70;1;3;2;черный;RUB;RUB
27216;1094.00;575.70;1;3;2;красный;RUB;RUB
27217;1320.00;694.81;1;11;2;красный;RUB;RUB
27226;3582.00;2046.70;0;0;3;;RUB;RUB
27231;2550.00;1416.82;1;10;2;серый;RUB;RUB
27232;4517.00;2581.21;1;2;2;серебро;RUB;RUB
27233;1524.00;802.07;1;15;2;"черный с серебристым";RUB;RUB
27234;2465.00;1369.33;1;2;2;"черный с серебристым";RUB;RUB
27235;997.00;498.47;1;11;2;черный;RUB;RUB
27236;1991.00;1106.05;1;2;2;разноцветный;RUB;RUB
27238;2975.00;1652.96;1;38;2;черный;RUB;RUB
27239;1335.00;702.46;1;87;2;телесный;RUB;RUB
27240;1335.00;702.46;1;61;2;телесный;RUB;RUB
27241;13024.00;8402.63;1;39;2;черный;RUB;RUB
27242;3445.00;1913.67;1;11;2;;RUB;RUB
27243;3565.00;2037.00;1;8;2;"золото с черным";RUB;RUB
27254;2719.00;1510.74;1;11;2;;RUB;RUB
27256;4201.00;2400.75;0;0;3;;RUB;RUB
27259;1561.00;821.70;1;12;1;;RUB;RUB
27260;4338.00;2478.96;0;0;3;;RUB;RUB
27261;3860.00;2205.72;1;11;2;;RUB;RUB
27262;1100.00;579.15;1;11;2;;RUB;RUB
27269;1867.00;982.45;1;2;2;разноцветный;RUB;RUB
27272;1653.00;869.82;1;5;2;черный;RUB;RUB
27273;1880.00;989.52;0;0;3;;RUB;RUB
27274;2528.00;1404.48;1;7;2;черный;RUB;RUB
27275;1548.00;814.76;1;5;2;черный;RUB;RUB
27276;3233.00;1795.94;0;0;3;;RUB;RUB
27277;5593.00;3195.99;0;0;3;;RUB;RUB
27278;2488.00;1382.40;0;0;3;;RUB;RUB
