Артикул;"Цена (Розница)";"Цена (Опт)";"Можно купить";"На складе";"Время отгрузки";Размер/Цвет;Валюта(Розница);Валюта(Опт)
13722;806.00;403.00;1;11;2;"S-M-L красный";RUB;RUB
13723;813.00;406.60;0;0;3;;RUB;RUB
13724;976.00;513.76;1;19;2;"M черный,L черный,M красный,XL черный,L красный";RUB;RUB
13725;776.00;388.00;1;10;2;"S-M-L черный с белым";RUB;RUB
13726;866.00;433.00;1;10;2;"S-M-L черный";RUB;RUB
13727;796.00;398.00;1;10;2;"S-M-L черный";RUB;RUB
13728;984.00;518.00;1;11;2;"S-M-L белый";RUB;RUB
13729;766.00;383.00;1;36;2;"S-M-L красный с белым";RUB;RUB
13730;806.00;403.00;1;7;2;"S-M-L зеленый";RUB;RUB
13731;976.00;488.00;1;9;2;"S-M-L белый";RUB;RUB
13733;1172.00;617.00;1;13;2;"S-M-L черный с розовым,S-M-L серый с розовым";RUB;RUB
13734;777.00;388.70;1;3;2;"S-M-L красный с черным";RUB;RUB
13735;644.00;322.14;0;0;3;;RUB;RUB
13736;796.00;398.00;1;8;2;"S-M-L леопард";RUB;RUB
13737;866.00;433.00;1;24;1;"XL черный,M-L черный,XL черный с красным,M-L черный с красным";RUB;RUB
13738;946.00;473.00;1;13;2;"XL черный с белым,M-L черный с белым";RUB;RUB
13739;896.00;448.00;1;10;2;"S-M-L черный";RUB;RUB
13740;705.00;352.30;0;0;3;;RUB;RUB
13741;920.00;460.00;0;0;3;;RUB;RUB
13742;718.00;359.00;0;0;3;;RUB;RUB
13743;1060.00;558.00;1;15;2;"M черный,L черный";RUB;RUB
13744;923.00;461.50;1;13;2;"XL черный,S-M черный,M-L черный";RUB;RUB
13745;991.00;495.30;1;41;2;"S-M-L синий,S-M-L белый";RUB;RUB
13746;1252.00;659.10;1;19;2;"S-M-L бежевый,S-M-L белый";RUB;RUB
13747;582.00;258.70;1;2;2;"S-M-L черный";RUB;RUB
13748;1006.00;529.72;1;64;2;"2 размер черный,3 размер черный,4 размер черный,2 размер белый,3 размер белый,4 размер белый,2 размер красный,3 размер красный,4 размер красный";RUB;RUB
13749;2053.00;1140.76;1;20;2;"3 размер черный,2 размер белый,2 размер красный,3 размер красный,4 размер красный";RUB;RUB
13750;718.00;359.00;1;79;2;"2 размер черный,3 размер черный,4 размер черный,2 размер белый,3 размер белый,4 размер белый,2 размер красный,3 размер красный";RUB;RUB
13751;902.00;451.10;1;25;2;"2 размер черный,3 размер черный,2 размер белый,3 размер белый,4 размер белый,3 размер красный,4 размер красный";RUB;RUB
13752;902.00;451.10;1;34;2;"2 размер красный,2 размер черный,3 размер черный,4 размер черный,3 размер белый,3 размер красный,4 размер красный";RUB;RUB
13754;1103.00;580.64;1;18;1;"5 размер красный,6 размер белый,5 размер белый,6 размер красный";RUB;RUB
13755;2391.00;1328.48;1;7;2;"5 размер белый";RUB;RUB
13756;885.00;442.38;1;5;2;"5 размер белый";RUB;RUB
13757;926.00;463.00;1;45;2;"6 размер красный,6 размер белый,6 размер черный,5 размер белый,5 размер красный";RUB;RUB
13758;816.00;408.00;1;22;2;"5 размер красный,5 размер белый,5 размер черный,6 размер красный";RUB;RUB
13759;936.00;468.00;1;45;2;"6 размер красный,6 размер белый,5 размер красный,5 размер белый";RUB;RUB
13760;936.00;468.00;1;88;2;"6 размер белый,6 размер черный,5 размер белый,5 размер красный,6 размер красный";RUB;RUB
13761;1828.00;962.00;1;40;2;"3 размер черный,4 размер черный,2 размер белый,3 размер белый,4 размер белый,2 размер красный,3 размер красный,4 размер красный";RUB;RUB
13762;896.00;448.00;1;20;2;"2 размер черный,3 размер черный";RUB;RUB
13765;896.00;448.00;1;6;1;"2 размер черный,3 размер черный";RUB;RUB
13768;816.00;408.20;1;30;1;"3 размер черный,2 размер белый,3 размер белый,2 размер красный,3 размер красный,4 размер красный";RUB;RUB
13769;1180.00;620.92;1;20;2;"3 размер белый,4 размер белый";RUB;RUB
13771;812.00;406.00;0;0;3;;RUB;RUB
13772;639.00;284.00;1;7;2;черный;RUB;RUB
13773;540.00;240.16;1;1;2;черный;RUB;RUB
13774;974.00;487.00;0;0;3;;RUB;RUB
13775;858.00;428.77;0;0;3;;RUB;RUB
13776;454.00;168.00;1;2;2;"1X-2X-3X белый";RUB;RUB
13777;539.00;239.40;1;17;2;"1X-2X-3X черный с красным,1X-2X-3X белый с черным,1X-2X-3X красный с черным";RUB;RUB
13778;582.00;258.70;1;20;2;"1X-2X-3X черный,1X-2X-3X белый,1X-2X-3X красный";RUB;RUB
13779;580.00;257.64;1;7;2;"S-M-L черный,S-M-L белый";RUB;RUB
13780;979.00;489.44;1;9;2;"безразмерный черный,безразмерный белый,безразмерный красный";RUB;RUB
13782;7209.00;4119.48;0;0;3;;RUB;RUB
13783;2778.00;1543.41;1;11;2;;RUB;RUB
13784;2635.00;1464.00;1;16;2;;RUB;RUB
13785;2630.00;1460.84;0;0;3;;RUB;RUB
13788;2793.00;1551.61;1;1;2;"S-M черный";RUB;RUB
13789;8668.00;4952.89;1;4;2;;RUB;RUB
13790;3657.00;2089.50;1;10;1;;RUB;RUB
13792;3507.00;1948.10;1;1;2;;RUB;RUB
13793;3257.00;1809.61;0;0;3;;RUB;RUB
13794;3231.00;1794.81;1;6;2;черный;RUB;RUB
13795;3676.00;2100.50;1;6;2;;RUB;RUB
13796;4160.00;2376.99;1;11;2;;RUB;RUB
13797;10663.00;6879.51;1;8;2;черный;RUB;RUB
13798;2456.00;1364.23;0;0;3;;RUB;RUB
13800;2972.00;1650.89;1;10;2;"S-M синий,L-XL синий";RUB;RUB
13801;957.00;503.91;1;11;2;фиолетовый;RUB;RUB
13802;1682.00;885.43;1;2;2;"S-M белый";RUB;RUB
13804;2981.00;1655.97;1;7;2;"L-XL белый";RUB;RUB
13805;1346.00;708.40;0;0;3;;RUB;RUB
13806;3875.00;2214.10;1;1;2;;RUB;RUB
13807;759.00;379.50;1;8;2;розовый;RUB;RUB
13809;2468.00;1371.33;1;5;2;черный;RUB;RUB
13810;2163.00;1201.58;1;2;2;"L-XL черный";RUB;RUB
13812;2598.00;1443.52;1;10;2;"L-XL черный,S-M черный";RUB;RUB
13813;1601.00;842.73;0;0;3;;RUB;RUB
13814;2441.00;1356.09;1;6;2;"L-XL голубой";RUB;RUB
13815;2639.00;1465.88;0;0;3;;RUB;RUB
13816;1826.00;1014.52;1;4;2;"L-XL золотой";RUB;RUB
13817;3188.00;1771.00;0;0;3;;RUB;RUB
13818;3875.00;2214.10;0;0;3;;RUB;RUB
13819;1262.00;664.30;0;0;3;;RUB;RUB
13820;2388.00;1326.61;1;7;2;"L-XL черный,S-M черный";RUB;RUB
13821;2388.00;1326.61;1;7;2;"S-M красный,L-XL красный";RUB;RUB
13822;2986.00;1659.03;1;12;2;"S-M черный";RUB;RUB
13823;1682.00;885.43;0;0;3;;RUB;RUB
13824;2516.00;1398.03;0;0;3;;RUB;RUB
13825;2736.00;1519.76;1;3;2;"L-XL белый";RUB;RUB
13826;2494.00;1385.57;1;2;2;"L-XL черный";RUB;RUB
13828;1698.00;893.55;0;0;3;;RUB;RUB
13829;2593.00;1440.47;1;19;2;"S-M черный,L-XL черный";RUB;RUB
13830;2600.00;1444.53;1;37;2;"S-M черный,L-XL черный,S-M кремовый,L-XL кремовый";RUB;RUB
13832;2494.00;1385.57;1;18;2;"L-XL черный,S-M черный";RUB;RUB
13833;2772.00;1540.09;1;2;2;"L-XL голубой,S-M голубой";RUB;RUB
13835;2370.00;1316.45;1;3;2;"S-M синий с черным";RUB;RUB
13836;2655.00;1475.03;1;6;2;"S-M серый";RUB;RUB
13837;2778.00;1543.13;1;17;2;"S-M фиолетовый,L-XL фиолетовый";RUB;RUB
13838;2818.00;1565.50;1;2;2;"S-M желтый";RUB;RUB
13839;3229.00;1793.88;1;11;2;черный;RUB;RUB
13841;3724.00;2127.92;0;0;3;;RUB;RUB
13844;5368.00;3157.44;0;0;3;;RUB;RUB
13845;2391.00;1328.60;0;0;3;;RUB;RUB
13846;2778.00;1543.13;1;7;2;"S-M черный";RUB;RUB
13847;2382.00;1323.57;1;1;2;"S-M черный";RUB;RUB
13848;2472.00;1373.37;1;32;2;"S-M черный,L-XL черный,S-M белый,L-XL белый";RUB;RUB
13850;2951.00;1639.71;1;1;2;"S-M бордовый";RUB;RUB
13852;2778.00;1543.13;1;7;2;"S-M черный,S-M белый";RUB;RUB
13854;2494.00;1385.57;1;11;2;"L-XL красный с черным,S-M красный с черным";RUB;RUB
13855;2414.00;1340.84;1;13;1;"S-M черный";RUB;RUB
13856;3008.00;1671.22;1;24;2;"S-M черный,L-XL черный";RUB;RUB
13857;2494.00;1385.57;0;0;3;;RUB;RUB
13858;2452.00;1362.19;1;24;2;"S-M черный,S-M белый,L-XL белый";RUB;RUB
13860;2964.00;1646.83;0;0;3;;RUB;RUB
13861;1252.00;658.73;0;0;3;;RUB;RUB
13862;2876.00;1598.04;1;3;2;"S-M черный";RUB;RUB
13863;2510.00;1394.72;1;1;2;"L-XL черный";RUB;RUB
13864;2809.00;1560.42;0;0;3;;RUB;RUB
13866;2532.00;1406.92;1;18;2;"L-XL черный,S-M красный с черным,S-M черный";RUB;RUB
13867;2532.00;1406.92;1;9;2;"S-M белый с черным,L-XL белый с черным";RUB;RUB
13869;2532.00;1406.92;1;4;2;"XXL/XXXL черный";RUB;RUB
13870;3316.00;1842.01;1;9;2;"S-M черный";RUB;RUB
13872;3140.00;1744.42;1;9;1;"S-M черный,L-XL черный";RUB;RUB
13873;2046.00;1136.51;1;1;2;"S-M коричневый";RUB;RUB
13874;2745.00;1524.84;1;9;2;"S-M черный,L-XL черный";RUB;RUB
13875;2421.00;1344.91;1;15;2;"S-M черный,L-XL черный";RUB;RUB
13876;2542.00;1412.00;1;3;2;"S-M белый";RUB;RUB
13879;2895.00;1608.20;1;8;2;"L-XL черный,S-M черный";RUB;RUB
13880;2532.00;1406.92;0;0;3;;RUB;RUB
13881;2919.00;1621.41;1;8;2;"L-XL розовый";RUB;RUB
13882;2809.00;1560.42;0;0;3;;RUB;RUB
13883;2606.00;1447.58;0;0;3;;RUB;RUB
13884;2743.00;1523.82;1;8;2;"S-M серый";RUB;RUB
13886;2655.00;1475.03;1;15;2;"L-XL коричневый,S-M коричневый";RUB;RUB
13887;2602.00;1445.55;1;1;2;"S-M золотой";RUB;RUB
13888;2877.00;1598.17;1;5;2;"S-M леопард,L-XL леопард";RUB;RUB
13889;2908.00;1615.63;1;1;2;"L-XL серый";RUB;RUB
13890;3369.00;1871.71;1;6;2;"S-M черный,L-XL черный";RUB;RUB
13891;2267.00;1259.52;1;1;2;"L-XL черный";RUB;RUB
13892;2013.00;1118.22;1;53;1;"S-M черный,L-XL черный,L-XL белый,S-M белый";RUB;RUB
13894;2814.00;1563.47;1;23;2;"L-XL белый,S-M белый";RUB;RUB
13896;2485.00;1380.48;1;9;2;"S-M черный с красным,L-XL черный с красным";RUB;RUB
13897;2532.00;1406.92;0;0;3;;RUB;RUB
13898;2441.00;1356.09;1;14;2;"L-XL бежевый,S-M бежевый";RUB;RUB
13899;3429.00;1904.76;1;10;2;"металлик серебро";RUB;RUB
13900;3879.00;2216.50;1;10;2;;RUB;RUB
13901;3535.00;1964.16;1;11;2;;RUB;RUB
13902;3537.00;1965.15;0;0;3;;RUB;RUB
13903;5424.00;3099.60;0;0;3;;RUB;RUB
13905;1419.00;747.00;0;0;3;;RUB;RUB
13906;2010.00;1116.86;1;3;2;;RUB;RUB
13910;3970.00;2335.50;0;0;3;;RUB;RUB
13953;2390.00;1195.00;1;9;1;"S красный";RUB;RUB
13957;1200.00;600.00;1;6;1;;RUB;RUB
13961;1490.00;745.00;1;27;1;"S-M-L белый,S-M-L розовый,S-M-L ярко-розовый";RUB;RUB
13973;1990.00;995.00;1;7;1;"S черный,P черный";RUB;RUB
13991;990.00;495.00;0;0;3;;RUB;RUB
14000;2869.00;1593.90;1;1;2;;RUB;RUB
14001;520.00;231.00;0;0;3;;RUB;RUB
14002;378.00;140.00;1;5;2;;RUB;RUB
14004;884.00;441.84;0;0;3;;RUB;RUB
14007;2103.00;1168.50;1;4;2;черный;RUB;RUB
14008;979.00;515.04;0;0;3;;RUB;RUB
14011;4492.00;2567.07;1;11;2;;RUB;RUB
14012;2257.00;1253.70;1;1;2;;RUB;RUB
14013;2257.00;1253.70;1;1;2;;RUB;RUB
14014;1317.00;693.00;1;11;2;;RUB;RUB
14015;1682.00;885.50;1;11;2;;RUB;RUB
14016;2097.00;1165.23;0;0;3;;RUB;RUB
14017;3133.00;1740.42;0;0;3;;RUB;RUB
14018;5549.00;3171.00;0;0;3;;RUB;RUB
14019;5734.00;3276.70;1;11;2;черный;RUB;RUB
14020;1762.00;927.27;1;2;2;;RUB;RUB
14021;2265.00;1258.29;0;0;3;;RUB;RUB
14022;3875.00;2214.10;1;2;2;черный;RUB;RUB
14023;1776.00;934.56;1;11;2;;RUB;RUB
14024;2102.00;1167.50;0;0;3;;RUB;RUB
14025;2992.00;1662.21;1;11;2;черный;RUB;RUB
14026;3029.00;1682.80;1;1;2;;RUB;RUB
14027;6911.00;3949.11;1;10;2;;RUB;RUB
14028;4744.00;2710.62;1;10;2;;RUB;RUB
14029;1515.00;797.30;1;10;2;;RUB;RUB
14030;1563.00;822.69;0;0;3;;RUB;RUB
14031;2106.00;1169.96;0;0;3;;RUB;RUB
14032;1727.00;908.82;0;0;3;;RUB;RUB
14033;1812.00;1006.83;0;0;3;;RUB;RUB
14034;2099.00;1166.22;1;4;2;;RUB;RUB
14035;2382.00;1323.35;1;6;2;;RUB;RUB
14036;2520.00;1400.00;0;0;3;;RUB;RUB
14037;3352.00;1862.19;1;11;2;черный;RUB;RUB
14038;1828.00;1015.74;0;0;3;;RUB;RUB
14039;2286.00;1270.00;1;4;2;;RUB;RUB
14040;2233.00;1240.47;1;11;2;черный;RUB;RUB
14041;1828.00;1015.74;0;0;3;;RUB;RUB
14042;3186.00;1770.12;1;11;2;;RUB;RUB
14043;3688.00;2107.71;1;10;2;;RUB;RUB
14044;1973.00;1095.93;1;11;2;;RUB;RUB
14045;1240.00;652.41;1;11;2;черный;RUB;RUB
14046;1776.00;934.56;0;0;3;;RUB;RUB
14047;1813.00;954.36;0;0;3;;RUB;RUB
14048;1330.00;700.00;1;1;2;;RUB;RUB
14049;1818.00;1009.80;1;3;2;;RUB;RUB
14050;2283.00;1268.19;0;0;3;;RUB;RUB
14051;1347.00;708.84;1;11;2;;RUB;RUB
14052;1210.00;637.00;0;0;3;;RUB;RUB
14053;1757.00;924.66;1;11;2;;RUB;RUB
14055;3067.00;1703.79;0;0;3;;RUB;RUB
14056;2726.00;1514.70;0;0;3;;RUB;RUB
14057;1851.00;1028.61;0;0;3;;RUB;RUB
14058;4169.00;2382.50;0;0;3;;RUB;RUB
14059;2242.00;1245.69;0;0;3;;RUB;RUB
14061;1009.00;531.30;1;1;2;черный;RUB;RUB
14062;1233.00;648.70;1;10;2;;RUB;RUB
14065;3265.00;1813.68;0;0;3;;RUB;RUB
14067;3455.00;1919.61;1;4;2;;RUB;RUB
14068;2773.00;1540.44;0;0;3;;RUB;RUB
14069;3238.00;1798.83;0;0;3;;RUB;RUB
14070;5499.00;3142.26;0;0;3;;RUB;RUB
14071;3359.00;1866.15;0;0;3;;RUB;RUB
14073;3386.00;1881.00;1;3;2;телесный;RUB;RUB
14074;4141.00;2366.00;0;0;3;;RUB;RUB
14078;9074.00;5337.67;0;0;3;;RUB;RUB
14080;15017.00;9688.31;0;0;3;;RUB;RUB
14081;6772.00;3869.44;1;1;2;;RUB;RUB
14083;6509.00;3719.48;1;2;2;розовый;RUB;RUB
14085;7154.00;4088.00;0;0;3;;RUB;RUB
14086;7154.00;4088.00;1;4;2;;RUB;RUB
14087;7154.00;4088.00;1;21;2;;RUB;RUB
14088;7154.00;4088.00;1;10;2;;RUB;RUB
14089;8453.00;4830.00;0;0;3;;RUB;RUB
14090;8453.00;4830.00;1;1;2;;RUB;RUB
14091;8453.00;4830.00;1;8;2;;RUB;RUB
14097;8806.00;5681.00;0;0;3;;RUB;RUB
14098;7855.00;5068.00;1;10;2;;RUB;RUB
14099;7855.00;5068.00;1;2;2;;RUB;RUB
14100;7855.00;5068.00;1;12;2;;RUB;RUB
14101;9440.00;6090.00;0;0;3;;RUB;RUB
14102;9440.00;6090.00;1;7;2;;RUB;RUB
14103;9440.00;6090.00;1;9;2;фиолетовый;RUB;RUB
14105;9309.00;6006.00;1;11;2;;RUB;RUB
14106;9309.00;6006.00;1;3;2;красный;RUB;RUB
14107;9309.00;6006.00;1;10;2;;RUB;RUB
14109;10828.00;6986.00;1;6;2;;RUB;RUB
14110;10828.00;6986.00;1;13;2;;RUB;RUB
14111;10828.00;6986.00;1;4;2;;RUB;RUB
14112;6003.00;3430.00;0;0;3;;RUB;RUB
14113;6003.00;3430.00;1;2;2;;RUB;RUB
14114;6003.00;3430.00;1;15;2;;RUB;RUB
14115;6003.00;3430.00;1;4;2;;RUB;RUB
14116;6860.00;3920.00;1;8;2;;RUB;RUB
14117;6860.00;3920.00;1;18;2;;RUB;RUB
14118;6860.00;3920.00;1;18;2;;RUB;RUB
14119;6860.00;3920.00;1;14;2;;RUB;RUB
14121;781.00;390.68;1;6;1;;RUB;RUB
14123;1297.00;682.88;1;8;2;телесный;RUB;RUB
14124;1664.00;875.91;1;6;2;телесный;RUB;RUB
14125;1872.00;985.04;1;74;2;;RUB;RUB
14126;1946.00;1080.97;1;43;2;;RUB;RUB
14127;808.00;403.96;1;9;1;;RUB;RUB
14128;832.00;416.22;1;5;1;;RUB;RUB
14129;814.00;407.13;1;3;1;;RUB;RUB
14130;832.00;416.22;1;5;1;;RUB;RUB
14131;893.00;446.47;1;3;1;;RUB;RUB
14132;2211.00;1228.22;1;50;2;;RUB;RUB
14133;836.00;418.01;1;1;1;;RUB;RUB
14134;1994.00;1107.58;0;0;3;;RUB;RUB
14136;2797.00;1553.89;0;0;3;;RUB;RUB
14141;1989.00;1104.74;1;27;2;"S-M-L бежевый,S-M-L белый";RUB;RUB
14149;2079.00;1155.07;1;8;2;"S-M-L бежевый";RUB;RUB
14162;2050.00;1139.05;1;17;2;"S-M-L черный,S-M-L бежевый,S-M-L белый";RUB;RUB
14163;1712.00;901.18;1;1;2;"S-M-L черный";RUB;RUB
14164;1960.00;1088.74;0;0;3;;RUB;RUB
14167;1780.00;936.63;1;4;2;"S-M-L черный";RUB;RUB
14168;1989.00;1104.74;0;0;3;;RUB;RUB
14169;1451.00;763.94;1;3;2;"S-M-L черный";RUB;RUB
14171;1556.00;818.84;0;0;3;;RUB;RUB
14172;1884.00;991.42;0;0;3;;RUB;RUB
14173;1997.00;1109.32;0;0;3;;RUB;RUB
14174;2135.00;1185.94;1;7;2;"S-M-L бежевый,S-M-L черный";RUB;RUB
14179;1886.00;897.89;0;0;3;;RUB;RUB
14181;1226.00;645.01;0;0;3;;RUB;RUB
14183;2388.00;1326.50;0;0;3;;RUB;RUB
14184;1647.00;866.87;0;0;3;;RUB;RUB
14185;1682.00;885.17;1;2;2;"S-M-L черный";RUB;RUB
14187;1845.00;970.94;1;3;2;"S-M-L черный";RUB;RUB
14189;857.00;428.29;1;6;2;черный;RUB;RUB
14192;703.00;351.44;1;13;2;белый;RUB;RUB
14193;1173.00;617.15;0;0;3;;RUB;RUB
14196;1284.00;675.57;0;0;3;;RUB;RUB
14197;1017.00;535.38;0;0;3;;RUB;RUB
14198;1130.00;594.75;0;0;3;;RUB;RUB
14204;500.00;250.00;1;1;1;"L голубой";RUB;RUB
14208;3223.00;1790.49;0;0;3;;RUB;RUB
14209;1386.00;660.23;0;0;3;;RUB;RUB
14210;1092.00;574.60;1;17;2;розовый;RUB;RUB
14211;3994.00;2282.20;1;19;2;лиловый;RUB;RUB
14212;1827.00;961.55;1;37;2;розовый;RUB;RUB
14213;1173.00;617.16;1;35;2;розовый;RUB;RUB
14214;1060.00;557.75;1;20;2;;RUB;RUB
14215;1603.00;843.63;1;39;2;телесный;RUB;RUB
14216;1163.00;612.07;1;5;2;телесный;RUB;RUB
14217;1117.00;587.82;1;7;2;телесный;RUB;RUB
14218;1087.00;572.30;1;10;2;телесный;RUB;RUB
14220;1992.00;1106.64;1;39;2;;RUB;RUB
14221;5912.00;3378.03;0;0;3;;RUB;RUB
14222;6072.00;3469.90;0;0;3;;RUB;RUB
14224;5748.00;3284.71;0;0;3;;RUB;RUB
14225;5174.00;2956.29;1;2;2;телесный;RUB;RUB
14226;2133.00;1015.74;0;0;3;;RUB;RUB
14227;3218.00;1787.65;0;0;3;;RUB;RUB
14229;2693.00;1282.45;0;0;3;;RUB;RUB
14230;2675.00;1486.33;1;23;2;"черный с серебристым";RUB;RUB
14231;2675.00;1486.33;1;23;2;"белый с черным";RUB;RUB
14232;662.00;331.05;1;32;2;серебро;RUB;RUB
14234;2432.00;1351.21;0;0;3;;RUB;RUB
14235;2432.00;1351.21;0;0;3;;RUB;RUB
14236;2432.00;1351.21;1;1;1;;RUB;RUB
14237;4878.00;2567.50;0;0;3;;RUB;RUB
14238;4112.00;2164.09;0;0;3;;RUB;RUB
14239;5852.00;3344.25;1;9;2;лиловый;RUB;RUB
14240;1778.00;846.45;0;0;3;;RUB;RUB
14242;1484.00;706.86;0;0;3;;RUB;RUB
14243;8047.00;4598.40;1;11;2;;RUB;RUB
14244;4779.00;2731.09;1;8;2;лиловый;RUB;RUB
14247;4089.00;2336.41;1;36;2;розовый;RUB;RUB
14248;2531.00;1405.88;1;39;2;розовый;RUB;RUB
14249;1617.00;851.26;1;13;2;розовый;RUB;RUB
14250;4445.00;2539.99;0;0;3;;RUB;RUB
14251;1062.00;558.89;1;61;2;лиловый;RUB;RUB
14252;634.00;316.90;1;155;2;розовый;RUB;RUB
14253;638.00;319.23;1;151;2;черный;RUB;RUB
14254;638.00;319.23;1;183;2;телесный;RUB;RUB
14255;622.00;276.66;0;0;3;;RUB;RUB
14256;1155.00;608.04;0;0;3;;RUB;RUB
14257;1092.00;574.60;1;42;2;;RUB;RUB
14258;1051.00;553.32;1;7;2;;RUB;RUB
14259;2328.00;1293.11;1;4;2;;RUB;RUB
14260;3036.00;1686.77;1;1;1;лиловый;RUB;RUB
14262;3594.00;2053.61;1;8;2;;RUB;RUB
14263;2643.00;1468.10;0;0;3;;RUB;RUB
14264;3594.00;2053.61;0;0;3;;RUB;RUB
14268;631.00;300.70;0;0;3;;RUB;RUB
14270;1004.00;528.17;0;0;3;;RUB;RUB
14275;1587.00;835.46;1;7;2;;RUB;RUB
14277;2563.00;1423.65;1;2;2;;RUB;RUB
14278;2746.00;1525.44;1;6;2;;RUB;RUB
14287;1870.00;1038.79;0;0;3;;RUB;RUB
14288;1837.00;1020.32;0;0;3;;RUB;RUB
14290;2611.00;1450.53;1;8;2;фиолетовый;RUB;RUB
14296;532.00;196.91;1;15;2;прозрачный;RUB;RUB
14297;1005.00;529.00;1;12;2;прозрачный;RUB;RUB
14300;1331.00;700.54;0;0;3;;RUB;RUB
14301;1214.00;639.08;0;0;3;;RUB;RUB
14303;1963.00;934.56;0;0;3;;RUB;RUB
14307;1734.00;912.77;1;7;2;;RUB;RUB
14308;1131.00;595.39;0;0;3;;RUB;RUB
14325;1288.00;677.66;0;0;3;;RUB;RUB
14326;905.00;431.15;0;0;3;;RUB;RUB
14327;2709.00;1504.79;0;0;3;;RUB;RUB
14328;2038.00;1132.07;0;0;3;;RUB;RUB
14329;2140.00;1188.85;1;9;2;;RUB;RUB
14330;1679.00;883.74;1;10;2;;RUB;RUB
14331;1604.00;844.09;1;7;2;;RUB;RUB
14332;1604.00;844.09;1;156;2;;RUB;RUB
14333;1877.00;987.85;1;207;2;;RUB;RUB
14335;2925.00;1624.94;1;1;2;;RUB;RUB
14336;2925.00;1624.94;1;1;2;;RUB;RUB
14338;1807.00;1004.01;1;22;2;;RUB;RUB
14340;1534.00;807.23;1;5;2;;RUB;RUB
14341;2037.00;1131.60;1;20;2;;RUB;RUB
14342;2037.00;1131.60;1;13;2;;RUB;RUB
14343;8154.00;5260.68;1;6;2;;RUB;RUB
14344;7535.00;4305.79;0;0;3;;RUB;RUB
14349;3547.00;2026.82;0;0;3;;RUB;RUB
14350;3547.00;2026.82;0;0;3;;RUB;RUB
14355;22425.00;16017.61;1;21;2;телесный;RUB;RUB
14356;27260.00;19471.68;1;12;2;телесный;RUB;RUB
14357;16270.00;11621.09;1;28;2;телесный;RUB;RUB
14358;13143.00;8479.35;1;33;2;телесный;RUB;RUB
14359;7788.00;5024.60;1;68;2;телесный;RUB;RUB
14360;11440.00;7380.73;1;38;2;телесный;RUB;RUB
14361;14069.00;10049.20;1;29;2;телесный;RUB;RUB
14362;4123.00;2356.13;1;20;2;телесный;RUB;RUB
14363;4953.00;2830.07;1;43;2;телесный;RUB;RUB
14364;1980.00;1099.98;1;96;2;телесный;RUB;RUB
14365;4397.00;2512.30;1;31;2;телесный;RUB;RUB
14366;4842.00;2766.93;1;168;2;телесный;RUB;RUB
14367;3711.00;2120.52;0;0;3;;RUB;RUB
14368;3111.00;1728.06;1;81;2;телесный;RUB;RUB
14369;3711.00;2120.52;1;63;2;телесный;RUB;RUB
